10	[24108, 46372, 30426, 38792, 5553, 15755, 5303, 18552, 37731, 40322, 10591, 39642, 8588, 3363, 1692, 48213, 3459, 20325, 1041, 24625, 22296, 41509, 3498, 5926, 25172, 29294, 30710, 29360, 45953, 31910, 13662, 44184, 45064, 11708, 3751, 21986, 49079, 12279, 42878, 32527, 11398, 5317, 29082, 23063, 9457, 43974, 19396, 38481, 27901, 6748, 48367, 5009, 25715, 17389, 34951, 45378, 47782]
11	[31873, 9919, 37570, 40058, 3158, 29239, 32647, 36560, 6424, 43208, 14174, 1272, 7475, 21152, 1928, 42427, 39502, 24886, 38142, 24755, 34523, 19412, 43556, 45934, 34116, 29934, 6853, 17170, 20480, 15552, 47521, 719, 43759, 24396, 11128, 21288, 40030, 8009, 9753, 19927, 38526, 11168, 15464, 9309, 27357, 13591, 199, 31874, 4866, 27481, 33837, 43453, 34557, 26034, 2610, 2844, 28166, 44003, 21901, 40800, 25091, 12084, 2037, 41210, 1739, 32762, 35820, 15163, 27424, 30687, 34373, 16172, 5356, 19493, 36927, 47261, 38379, 40333, 24945, 35961, 48349, 14650, 23497, 1354, 12887, 20585, 28498, 29769, 22743, 41483, 31159, 40439, 47627, 43751, 31221, 11519, 7040, 22063, 28704, 37476, 38178, 44906, 27432, 36274, 6641, 14084, 34340, 44286, 29605, 37273, 33786, 709, 4818, 13987, 47416, 30473, 33848, 4987, 7762, 24875, 36171, 27478, 29027, 11024, 48503, 19398, 1411, 28538, 29427, 33941, 43662, 13503, 42114, 41393, 8559, 7452, 33525, 48436, 41484, 42269, 48737, 14101, 29174, 42918, 42888, 23970, 36821, 20392, 46665, 42819]
12	[14889, 47150, 11412, 6815, 40819, 18228, 5852, 26679, 30763, 23937, 31674, 18427, 39321, 13462, 11891, 8223, 752, 33268, 42105, 7440, 38945, 46570, 1692, 42533, 16974, 29051, 36467, 48889, 19714, 48552, 28449, 27921, 37167, 32098, 17027, 49362, 23119, 26903, 7760, 16437, 35679, 8724, 31842, 26034, 7103, 36492, 26503, 41624, 42533]
13	[17400, 33848, 7069, 33039, 17190, 34761, 3113, 46206, 38484, 44538, 25416, 36821, 48226, 44699, 23845, 36544, 16524, 44280, 30473, 5424, 5835, 19623, 42946, 6708, 21576, 782, 26445, 47433, 10857, 12640, 13646, 48503, 27414, 4307, 38583, 21210, 32244, 26773]
14	[40681, 6120, 2886, 32144, 19278, 37228, 44050, 41210, 19893, 41342, 16648, 23430, 40758, 7119, 48180, 1938, 34157, 21538, 49312, 47997, 41413, 10928, 20953, 35174, 21128, 17199, 29077, 34714]
15	[28347, 24559, 16785, 23796, 5116, 17238, 9396, 44813, 22750, 35187, 11309, 1430, 47315, 34308, 47940, 46667, 45759, 14718, 14679, 13202, 920, 45088, 14708, 37870, 5482, 29665, 28893, 36724, 31485, 20052]
16	[27333, 22725, 4720, 30839, 3476, 19745, 17949, 18381, 23291, 41402, 25607, 2105, 11979, 23157, 16438, 41509, 40058, 26505, 31776, 37790, 48661, 7274, 40217, 39097, 28889, 8268, 24755, 6757, 4649, 20586, 12501, 34851, 24179, 33473, 43771, 13539, 44815, 39512, 3401, 18501, 4971, 39984, 26576, 22657, 24733, 30360, 779, 22028, 20073, 34788, 42076, 26174, 29369, 23268, 6004, 5036, 13802, 41741, 18552, 18751, 33191, 29784, 7950, 13053, 39369, 28955, 14850, 21122, 38889, 38497, 30097, 27591, 19950, 5652, 3319, 33446, 13428, 5920, 48041, 9848, 2206, 19266, 29685, 37867, 39098, 1175, 44496, 38804, 16693, 35966, 16559, 29168, 47594, 35403, 32536, 22409, 26098, 10979, 29823, 30555, 28898, 40595, 41151, 17131, 6238, 25264, 29407, 35586, 10196, 31057, 9385, 37167, 36566, 21179, 44075, 29532, 3065, 7561, 36508, 30291, 40105, 4126, 22479, 35869, 46498, 42643, 5855, 17459, 30362, 13286, 39215, 17913, 4956, 11207, 34817, 30669, 25055, 38140, 27792, 17608, 41595, 26854, 8451, 26010, 29342, 18387, 3252, 44527, 45014, 9919, 46061, 5806, 22062, 15529, 44755, 286, 7673, 846, 8236, 4074, 39844, 39724, 15819, 27789, 12292, 5520, 1845, 11129, 35866, 24236, 33113, 12267, 27566, 41795, 29490, 47886, 25907, 11976, 17927, 42879, 16867, 41791, 19654, 13548, 39239, 20817, 47511, 43368, 16375, 36989, 16667, 32223, 16644, 15348, 22146, 27733, 42219, 21941, 36678, 10425, 8014, 47790, 32002, 14564, 7551, 35085, 10533, 18867, 660, 3280, 22594, 36763, 27629, 47652, 3168, 45867, 17473, 45599, 7531, 521, 17839, 1144, 4732, 21811, 38796, 37455, 15160, 9952, 4236, 26564, 25538, 44324, 30616, 6541, 616, 1072, 29187]
17	[25783, 22060, 2819, 17489, 10178, 6686, 1824, 4971, 14580, 7175, 6329, 17964, 5116, 35063, 34818, 42816, 21166, 6464, 34447, 17986, 18249, 19279, 28823, 43540, 25370, 37831, 27311, 30216, 34282, 8791, 11038, 38837, 29384, 16827, 2715, 37670, 20991, 7989, 20667, 22750, 9831, 276, 34385, 27144, 12973, 42133, 9085, 1293, 4702, 16761, 23844, 41801, 47517, 47465, 2683, 34295, 34768, 39129, 32243, 8362, 10760, 29187, 3874, 35480, 2675, 13529, 27629, 30057, 23562, 5127, 47168, 43151, 24372, 30281, 39494, 9197, 34352, 564, 45501, 3560, 43191, 8125, 28704, 21802, 28750, 22487, 36773, 44638, 23372, 24980, 20324, 18923]
18	[28875, 38967, 38110, 3817, 13399, 28533, 45040, 30493, 44719, 29717, 15397, 22220, 14889, 11472, 2112, 45128, 30523, 33268, 21253, 38258, 18752, 48755, 17564, 19920, 16216, 26715, 25131, 34454, 249, 48494, 9995, 4674, 1692, 31809, 3953, 26446, 41589, 37215, 35271, 37577, 25273, 37053, 9237, 4780, 4901, 19714, 19277, 40454, 3591, 36748, 41897, 24569, 17280, 26971, 3679, 424, 8301, 15708, 12840, 39191, 1806]
19	[39068, 49172, 13740, 37130, 33060, 49086, 14377, 8040, 7100, 44885, 25060, 6464, 48442, 5286, 36724, 31962, 45059]
20	[15600, 13904, 24481, 3258, 31063, 24163, 42987, 2697, 26951, 12855, 15074, 28631, 36699, 9593, 20424, 31347, 44846, 25628, 29281, 32686, 34711, 31262, 4579, 4558, 42735, 45413, 41799, 6726, 10753, 5614, 29878, 20022, 36770, 8490, 27159, 46905, 12167, 24877, 3432, 34911, 15123, 37561, 7993, 1731, 35606, 3351, 39501, 16241, 18909, 44905, 41837, 48076, 25648, 6775, 23759, 29520]
21	[22012, 28634, 4922, 25112, 13765, 23955, 25314, 23053, 13746, 29167, 30050, 32242, 29681, 16293, 15618, 23792, 33013, 26009, 5715, 30057, 39741, 46436, 15512, 44514, 14589, 18087, 46574, 45947, 24802, 31606, 23097, 48512, 17706, 5252, 45824, 15337, 29553, 39957, 4906, 48021, 36348, 47579, 34204, 46313, 9491, 21287, 15388, 37479, 30883, 20137, 38173, 47613, 42925, 39557, 32644, 4622, 28926, 26912, 10829, 31652, 17105, 40998, 1836, 616, 5856, 21941, 10490, 30337, 45526, 2695, 20376, 2602, 2439, 12167, 13055, 842, 40579, 3394, 35877, 48150, 37479, 13027]
22	[21695, 28934, 1925, 34003, 21025, 30903, 48807, 32145, 27666, 788, 47416, 17779, 22612, 29183, 941, 32682, 13839, 27771, 45212, 14505, 15600, 11925, 40392, 34924, 16372, 42934, 37724, 30093, 17724, 31309, 36719, 27361, 5527, 10814, 13619, 19118, 3120, 33814, 3785, 26532, 31488, 25092, 8559, 23692, 32554, 2225, 42060, 35019]
23	[26212, 17893, 9229, 25493, 24062, 41244, 12882, 16257, 42684, 35325, 1306, 49393, 46274, 45853, 4440, 23351, 1112, 1497, 21381, 35491, 13832, 29123, 2661, 7309, 22349, 29856, 47336, 9917, 23596, 32564, 48909, 21651, 17658, 45468, 5890, 24144, 23636, 17065, 1085, 22700, 42784, 27057, 3311, 42790, 36842, 30404, 22327, 43178, 2134, 3870, 18740, 10553, 48408, 45736, 25383, 25141, 41441, 37586, 41546, 10659, 13090, 33166, 41002, 45429]
24	[17539, 1925, 31048, 44663, 20022, 45155, 3705, 21674, 25911, 24189, 21077, 18149, 21468, 36377, 12598, 41010, 41277, 17682, 14411, 33904, 21025, 13038, 8348, 40251, 48435, 18926, 7815, 25703, 6176, 10168, 46905, 1248, 39548, 48076, 28631, 34479, 40591, 5465, 24163, 17000]
25	[21025, 43280, 33814, 47416, 17724, 33196, 14134, 48807, 14411, 29879, 21468, 14391, 6600, 34938, 33176, 25092, 42934, 22176, 18909, 26595, 31855, 43257, 17539, 35448, 12598, 36719, 23232, 22612, 7452, 13656, 29994, 18280, 4579, 37120, 6789, 27373, 43061, 1408, 20037, 45033, 47514, 38251, 15627, 30359, 17000, 39013, 2019, 9964, 26499, 29520, 41362, 20828, 45175, 40631, 24724, 44735]
26	[16529, 28799, 8542, 46470, 12333, 12033, 35164, 37572, 9755, 15215, 43505, 28406, 20585, 1354, 41538, 37463, 7002, 43392, 24666, 29421, 8582, 40836, 39566]
27	[11854, 12920, 31020, 25416, 4329, 32652, 17190, 4555, 12640, 38936, 38484, 27306, 23970, 38583, 6837, 31661, 19255, 46430, 38443, 31461, 27848, 6304, 18121, 8765, 13929, 23387, 27820]
28	[42074, 2427, 38005, 17857, 20595, 21868, 10930, 38819, 12140, 27748, 48165, 16314, 17122, 36722, 31140, 11979, 27107, 44934, 12501, 18327, 28670, 43620, 36335, 48723, 8470, 44589, 37167, 11326, 28802, 35901, 2260, 147, 39798, 8175]
29	[12094, 46633, 44609, 6265, 7253, 19257, 38907, 14498, 21831, 43620, 20941, 27688, 11101, 38575, 30091]
30	[15244, 7610, 47516, 30556, 3212, 27724, 33997, 14050, 15963, 44296, 27737, 23732, 3638, 31696, 40232, 43830, 15190, 42303, 44327, 1181, 22577, 3877, 25360, 41402, 2695, 2486, 23097, 20207, 9627, 40669, 26785, 13946, 38666, 47450, 27840]
31	[41102, 38907, 8433, 1414, 21680, 23410, 12490, 31278, 40383, 474, 9478, 720, 25525, 3517, 22270, 15213, 9883, 22441, 32177, 17122, 35597, 44272, 41894, 8570, 20099, 17950, 44895, 4545, 5155, 8104, 43591, 35532, 10337, 39880, 35341, 19983, 42436, 31057, 22233, 13258, 20252, 30712, 34163, 19000, 4937, 15176]
32	[3905, 12496, 21446, 12579, 3212, 15190, 12498, 25389, 34671, 15726, 34671, 45086, 43223, 6940, 43946, 40529, 18070, 14808, 18641, 31216, 48739, 19612, 1076, 13583, 34952, 35593, 10129, 20802, 2881, 42280, 20733, 35391, 38284, 15963, 46353, 26894, 29638, 12709, 13694, 45551, 29816, 4880, 12709, 44429, 46924, 43846, 37824, 20309, 25371, 4914, 21844, 37740, 33590, 28858, 4545, 18371, 6466, 19983, 12364, 33876, 15446, 23881, 32325, 28213, 14719, 39881, 6981, 15396, 26464, 47245, 1402, 16859, 7594, 38693, 25608, 44303, 36880, 35016, 13357, 363, 24140, 30092, 26221, 39949, 24480, 7850, 44259, 17050, 36954, 9832, 3255, 18577, 12342]
33	[7948, 22234, 32044, 14047, 1300, 35474, 4415, 24460, 40799, 47413, 16111, 9423, 17132, 41331, 47925, 16379, 31731, 20739, 11749, 38554, 14436, 12289, 4168, 29194, 41312, 46307, 18122, 29178, 30072, 40243, 5119, 6902, 27889, 4827, 5495, 38929, 10183, 23438, 6261, 5018, 24330, 11022, 16661, 41622, 8533, 42281, 32970, 37655, 1674, 23990, 28820, 2231, 47335, 44738, 5174, 18486, 15898, 10336, 31405, 25728, 4374, 14788, 2945, 12348, 49174, 6942, 28620, 24711, 11331, 31627, 42595, 49148]
34	[40799, 22234, 11331, 24167, 28620, 28820, 44567, 31627, 4744, 44177, 36188, 5174, 12289, 38554, 36702, 47722, 14725, 34618, 28781, 4415, 36109, 42281, 23990, 20072, 15971, 44738, 16143, 49088, 23126, 40271, 44440, 36691, 11749, 14788, 17953]
35	[40799, 25728, 8533, 28620, 47335, 28820, 22234, 6441, 47413, 49088, 14047, 15898, 32330, 31627, 30072, 14436, 14788, 18041, 5018, 29178, 3741, 32044, 38554, 16504, 5176, 20738, 35474, 4415, 37330, 12492, 47925, 35006, 24358, 32970, 16379, 38929, 17493, 43670, 12289, 42281, 48173, 32416, 22606, 23990, 23438, 31787, 34618, 7394, 1674]
36	[40799, 25728, 30072, 22234, 28620, 8533, 14047, 47335, 38554, 29178, 47413, 5119, 4374, 41622, 14788, 28820, 37330, 1565, 47925, 18122, 31627, 32044, 16661, 28866, 38929, 35474, 36691, 15406, 14436, 12289, 44738, 12348, 17259, 19898, 23990, 42595, 32970, 38745, 11331, 43670, 4415, 32416, 5018, 44177, 6441, 49088, 19471, 42281, 34277, 18029, 20738, 15971, 1941, 21338, 39704, 20840, 9423, 29640, 42048, 16504, 18829, 4827, 3321, 16379, 11022, 16143, 7394, 38797, 14641, 7349, 13486, 49174, 40799, 25728, 30072, 22234, 28620, 8533, 14047, 47335, 38554, 29178, 47413, 5119, 4374, 41622, 14788, 28820, 37330, 1565, 47925, 18122, 31627, 32044, 16661, 28866, 38929, 35474, 36691, 15406, 14436, 12289, 44738, 12348, 17259, 19898, 23990, 42595, 32970, 38745, 11331, 43670, 4415, 32416, 5018, 44177, 6441, 49088, 19471, 42281, 34277, 18029, 20738, 15971, 1941, 21338, 39704, 20840, 9423, 29640, 42048, 16504, 18829, 4827, 3321, 16379, 11022, 16143, 7394, 38797, 14641, 7349, 13486, 49174]
37	[40799, 22234, 28620, 30072, 28820, 25728, 6441, 11331, 14047, 4372, 18041, 5174, 32013, 29178, 48173, 32044, 47413, 49088, 38554, 14436, 4744, 15898, 5176, 9330, 37330, 34277, 16661, 37655, 44177, 4415, 44738, 11399, 23990, 5018, 32330, 6598, 40257, 36702, 36188, 23126, 10283, 38929, 3422, 14788, 12289, 31627, 1674, 45585, 43670, 40243, 26088, 15971, 6942, 9946, 7394, 4783, 4765, 28781, 16143]
38	[33196, 45553, 43304, 16372, 41010, 21278, 41420, 29398, 16288, 31653, 36919, 44707, 22164, 43400, 23565, 1153, 30686, 3023, 45323, 9297, 45682, 46044, 7756, 27771, 35591, 10823, 44538, 39468, 37936, 14565, 4764, 21468, 338, 14411, 14925, 37724, 47366, 43827, 32085, 4503, 40831, 3352, 10936, 25875, 24649, 35456, 43494, 20492, 49155, 46692, 42934, 46041, 21975, 30094, 7985]
39	[984, 17449, 5826, 24721]
40	[9339, 44559, 12983, 16880, 5479, 7594, 33098, 37319, 22549, 1896, 40333, 929, 13220, 22438, 9592, 25509, 7282, 16979, 27275, 8847, 14510]
41	[45981, 48993, 31605, 44192, 22966, 27584, 2860, 48165, 10852, 3115, 35642, 32850, 15749, 44823, 11481, 38780, 13336, 35441, 35441, 47700, 8285, 5463, 9296, 13527, 18388, 34056, 31148, 15510, 9838, 26120, 29871, 18100, 7592, 8274, 12105, 8746, 19983, 26305, 24118, 5453, 18485, 16270, 24617, 44939, 36294, 46322, 32253, 20403, 42260, 43267, 5322, 40262, 36059, 46479, 13213, 23635, 4058, 23338, 29973]
42	[25252, 34807, 24129, 38756, 47752, 33391, 22015, 36633, 13107, 46653, 29950, 25377, 32870, 16557, 15312, 32384, 32688, 7940, 4785, 47319, 34432, 45753, 41794, 35412, 41810, 27446, 21275, 27066, 14157]
43	[969, 46168, 23513, 20891, 35367, 48696, 13252, 12898, 42111, 5963, 30567, 32850, 33838, 41658, 19036, 1870, 48663, 20421, 24035, 25990, 29036, 44829, 20099, 38347, 30892, 13886, 31128, 20919, 48999, 38126, 34056, 32841, 38493, 15213, 33375, 21868, 44486, 8285, 13527, 24263, 34438, 43267, 4058, 23338, 41817]
44	[29973, 34056, 596, 43663, 32841, 26184, 4058, 45409, 16979, 34438, 38535, 39060, 7723, 5099, 46661, 47703, 17595, 10720, 23635, 36294, 48777, 40262, 20704, 47205]
45	[44486, 20919, 37063, 37020, 48859, 4469, 30459, 23413, 30816, 4741, 7283, 1622, 911, 10345, 45409, 45530, 29857, 38493, 22187, 3038, 38355, 8285, 46168, 20891, 29973, 44426, 9538, 10852, 9897, 15749, 16414, 4991, 23513, 38277, 5760, 24255, 37559, 2047, 15604, 8476, 28690, 44597, 6223, 30982, 7610, 12571, 34638, 29001, 36112, 19519, 11847, 13163, 46692, 21427, 39564, 49239, 16628, 18388, 38535, 28610, 13252, 26120, 2500, 43566, 15341, 25096, 42363, 1658, 45991, 34056, 4058, 34438, 39060, 1765, 17071, 33218]
46	[33218, 15341, 14579, 38493, 8285, 20891, 44486, 39836, 29857, 15930, 25096, 16697, 42363, 10345, 2500, 3025, 45530, 18388, 34056, 46829, 15510, 31148, 34787, 28874, 17428, 20919, 2847, 14229, 1282, 10213, 20099, 46168, 43566, 23513, 35367, 48859, 31134, 22779, 20883]
47	[28690, 36821, 28631, 39729, 28844, 38355, 4544, 29048, 22819, 6250, 2848]
48	[18822, 11187, 605, 16755, 15565, 20578, 11545, 46198, 47013, 11128, 8452, 515, 13274, 24035, 42616, 46657, 19383, 42447, 36845, 24252, 36374, 5476, 42907, 34259, 10221, 47965, 44729, 27678, 15544, 5590, 31676, 1578, 37088, 44797, 45290, 36600, 5550, 27565, 21901, 20955, 13111, 8350, 11084, 28356, 4527, 85, 16573, 12498, 44054, 25502, 47450, 45376, 2082, 40532, 3714, 40476, 27840, 1402, 46503, 7031, 15834, 41671, 4666, 4640, 41277, 28004, 25497, 43285, 28814, 31368, 34402, 18843, 908, 32547, 47614, 21618, 42161, 39846, 36826, 33259, 7762, 250, 8202, 23099, 46526, 13681, 13589, 1347]
49	[13791, 38823, 17857, 4377, 2914, 22978, 32307, 24618, 23922, 10010, 31753, 10240, 7916, 31235, 39940, 4039, 22901, 9749, 21287, 15009, 38695, 34190, 3899, 27657, 612, 41501, 33142, 2307, 44849, 45473, 40410, 45747, 44597, 24151, 8201, 27954, 42064, 41086, 48608, 23497, 44476, 36546, 15367, 22293, 11435, 26167, 21485, 28332, 30318, 4826, 18564, 43782, 25363, 23267, 41209, 19651, 4932, 32816, 38693, 46159, 17015, 26628, 12301, 33623, 5448, 2431, 2207, 6807, 14642, 39577, 34934, 33915, 4103, 21690, 48132, 922, 4484, 26044, 38044, 25450, 49049, 6049, 1252, 1652, 1792, 13167, 8689, 29550, 47004, 4983, 4264, 18204, 26373, 49387, 22664, 17643, 45407, 5464, 15227, 2681, 29251, 28357, 3979, 47110, 22400, 25369, 14297, 33366, 44341, 22269, 29010, 16404, 29628, 36341, 14024, 39787, 28721, 44915, 11572, 13176, 17629, 23815, 45824, 40127, 21922, 13720, 42969, 25594, 43431, 1974, 32647, 20933, 9273, 23365, 47340]
50	[21810, 38753, 18458, 5315, 764, 29680, 15257, 22412, 7755, 7353, 17169, 45375, 12999, 17906, 15825, 764, 29680, 3117, 14359, 46562, 46277, 18290, 28747, 2672, 19231]
51	[27343, 8201, 31525, 30823, 45824, 12652, 9000, 8804, 713, 30343, 5675, 3869, 19782, 28650, 44765, 16169, 41238, 34237, 22983, 29216, 7796, 42641, 20920, 17629, 42954, 10413, 2856, 29355, 2164, 27077, 29356, 22069, 41960, 6247, 8269, 44634, 8905, 48049, 9590, 43798, 4183, 33282, 10932, 31240, 34688, 9891, 11461, 806, 28598, 26631, 34413, 43510, 35485, 25250, 20082, 1337, 11518, 41922, 32961, 8531, 26893, 41113, 36782, 47450, 38001, 5215, 22184, 624, 21027, 18531, 48023, 38779, 8427, 18694, 35255, 8111, 27900, 47530, 40252, 3186, 44024, 1283, 32762, 18563, 45861, 25566, 21687, 21030, 12498, 25813, 16918, 45510, 42806, 13717, 32124, 17073, 43446, 18576, 20493, 10329, 38028, 17685, 31365, 9532, 1031, 45943, 10075, 8378, 18465, 44282, 40816, 1938, 16381, 2187, 1029, 23614, 1886, 22349, 44050, 11010, 42558, 32586, 11654, 6911, 8464, 14335, 27524, 21251, 29610, 759, 29793, 13497, 25107, 34596, 38608, 40289, 3107, 48462, 42484, 6843, 15517, 14109, 33983, 5278, 22013, 21153, 17591, 25895, 25899, 48738, 16037, 44332, 26672, 7311, 23513, 13147, 6338, 25984, 13075, 27416, 25628, 28814, 7114, 15882, 12234, 16848, 6350, 47887, 39680, 42028, 36320, 11322, 1467, 27801, 6502, 10744, 35897, 46274, 6726, 14546, 20200, 19731, 7762, 2179, 49405, 19240, 45765, 28631, 11632, 32550, 25493, 2590, 33666, 21451, 42928, 9096, 49393, 45160, 11851, 21195, 37198, 40157, 4773, 29555, 8487, 45674, 25917, 41485, 6775, 4908, 24970, 5768, 14365, 8290, 208, 30349, 1742, 32867, 44053, 17555, 7086, 21274, 4579, 4822, 36375, 20907, 26869, 4853, 338, 31338, 2697, 14505, 13619, 34911, 28984, 48920, 9604, 43004, 18658, 4073, 19807, 18764, 44289, 18413, 1533, 30903, 17539, 42196, 1948, 11161, 7322, 31794, 45896, 27346, 48394, 22850, 39130, 36919, 47416, 21278, 6085, 20359, 30462, 23933, 49212, 13441, 16207, 28626, 12929, 35097, 40491, 24992, 8101, 5473, 30200, 16478, 14303, 9247, 37474, 26332, 10360, 24143, 39575, 16372, 37754, 11163, 14591, 5207, 18753, 35224, 41091, 43526, 25701, 45889, 607, 36759, 36533, 34846, 38123, 45792, 28074, 38457]
52	[40315, 35695, 36821, 45139, 18588, 14131, 9164, 42571, 3306, 41658, 10482, 15642, 1622, 8425, 40876, 31949, 25628, 20891, 25545, 14025, 44879, 20179, 37715, 28814, 2531, 27728, 13748, 42202, 19754, 18746, 39222, 10547, 17267, 36917, 403, 875, 40410, 10473, 5215, 27343, 13892, 29937, 14200, 46611, 20392, 47346, 17535, 41209, 35915, 36498, 48726, 12260, 19415]
53	[4083, 22200, 31960, 1982, 5133, 21005, 35442, 32833, 15593, 3178, 35446, 20720, 32972, 32600, 4523, 7990, 20065, 28974, 32021, 791, 27344, 25463, 27161, 9291, 29943, 35107, 7318, 26490, 27282, 9041, 18144, 11150, 13822, 150, 37100, 32023, 29979, 6830, 9236, 1203, 3638, 40232, 19934, 1352, 48434, 25107, 29762, 25990, 18863, 36241, 48196, 31866, 9837]
54	[11319, 22446, 39897, 32048, 10463, 17815, 8881, 26876, 48456, 12498, 20839, 39106, 10882, 15239, 31749, 3928, 13720, 19583, 18922, 27298, 36275, 19047, 43188, 31883, 5155, 41658, 8201, 29010, 26899, 13525, 234, 21185, 1377, 5709, 31081, 49419, 29641, 32271, 43632, 5629, 32002, 11040, 34334, 44903, 5884, 21487, 21133, 45303, 44196, 26608]
55	[43601, 3621, 39948, 25893, 1529, 25189, 39977, 35159, 45649, 33739, 6471, 17938, 24529, 21570, 33019, 36483, 6955, 2002, 22137, 17477, 19989, 49281, 1524, 18638, 33064, 12233, 29285, 32644, 4899, 19981, 40569, 19575, 42637, 3593, 13994, 19957, 33197, 28515, 16898, 39432, 16177, 7595, 33064, 12233, 29285, 32644, 4899, 19981, 40569, 19575, 42637, 3593, 13994, 19957, 33197, 28515, 16898, 39432, 16177, 7595, 25893, 1529, 25189, 43601, 39948, 6471, 14321, 19252, 32404, 7377, 24905, 3228, 2334, 27636, 28032, 28049, 45649, 45654, 7386, 36955, 7482, 12385]
56	[8453, 44321, 6594, 18674, 6972, 43970, 24096, 20633, 28123, 3485, 27168, 34825, 19370, 45424, 17463, 42728, 20047, 36596, 28020, 12597, 19606, 30795, 21470, 1697, 34647, 18370]
57	[14025, 5579, 9479, 11187, 13350, 35944, 7134, 4133, 863, 2531, 13289, 5584, 32476, 10293, 32049, 13490, 17890, 47887, 23538, 2511, 28644, 39084, 20234, 32533, 23235, 42571, 23569, 49058, 831, 36695, 12124, 3574, 21866, 9171, 45942, 26835, 17929, 42174, 2846, 17590, 14672, 25551, 48597, 5564, 4981, 41140, 38823, 9961, 33220, 1400, 37542, 40038, 691, 42835, 37189, 35243, 33817, 21536, 5625, 30236, 19010, 13688, 34873, 43446, 26382, 2841, 31285, 1995, 42823, 37899, 18906, 13508]
